FID,MUN_CD_MUN,MUN_NM_MUN,MUN_UF,MUN_NM_PRE,MUN_SIGLA_,MUN_POPU_2,MUN_ICS,MUN_IFSUTI,MUN_ISCST,MUN_C_GERA,MUN_C_REMA,MUN_EFIC_1,MUN_ICT_FI
2986,3202652,Irupi,ES,Companhia Espírito-Santense de Saneamento,CESAN,4844,74.5774171738,0.27045300879,25.152129817,261,261,0.162271805,0
2987,3202702,Itaguaçu,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,8054,29.14,37.2485721381,0.751427862,434,204,52.908943283,32.86
2988,3202801,Itapemirim,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,19330,0,14.2317640973,74.768235903,1043,865,17.119058458,11
2989,3202900,Itarana,ES,Serviço Autônomo de Água e Esgoto,SAAE,4095,74.7,10,0,221,179,18.699,15.3
2990,3203007,Iúna,ES,Companhia Espírito-Santense de Saneamento,CESAN,16723,87.0166453265,1.52368758003,11.459667094,903,894,0.914212548,0
2991,3203056,Jaguaré,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,15033,9,8.61438169361,1.385618306,811,342,57.818629016,81
2992,3203106,Jerônimo Monteiro,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,8535,30,0,0,460,154,66.5,70
2993,3203130,João Neiva,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,12752,80.08,0.31367628607,8.686323714,688,638,7.286205772,10.92
2994,3203163,Laranja da Terra,ES,Companhia Espírito-Santense de Saneamento,CESAN,3721,0,5.27210884354,1.727891156,200,24,87.793265306,93
2995,3203205,Linhares,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,122121,15.33,6.10363009698,20.896369903,6594,2987,54.704480405,57.67
2996,3203304,Mantenópolis,ES,Companhia Espírito-Santense de Saneamento,CESAN,9407,1.66,0.89048224818,16.109517752,507,220,56.658889349,81.34
2997,3203320,Marataízes,ES,SAAE- Serviço Autônomo de Água e Esgoto,SAAE,27614,0,11.2841312378,19.715868762,1491,587,60.590478743,69
2998,3203346,Marechal Floriano,ES,Companhia Espírito-Santense de Saneamento,CESAN,8164,30.225037057,6.64330952702,63.131653416,440,423,3.985985716,0
2999,3203353,Marilândia,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,5648,22.5,0.42492917847,9.575070822,304,283,7.004957507,67.5
3000,3203403,Mimoso do Sul,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,16232,69.1412025628,2.48275012321,28.376047314,876,863,1.489650074,0
3001,3203502,Montanha,ES,Companhia Espírito-Santense de Saneamento,CESAN,14431,89.8387812454,1.00576837746,9.155450377,779,774,0.603461026,0
3002,3203601,Mucurici,ES,Companhia Espírito-Santense de Saneamento,CESAN,3751,11,0,0,202,101,49.84,89
3003,3203700,Muniz Freire,ES,Companhia Espírito-Santense de Saneamento,CESAN,8992,0,0.4152249135,40.645905421,485,226,53.294117647,58.9388696655
3004,3203809,Muqui,ES,Companhia Espírito-Santense de Saneamento,CESAN,9983,70.8669029971,6.08013750134,23.052959502,539,519,3.648082501,0
3005,3203908,Nova Venécia,ES,Companhia Espírito-Santense de Saneamento,CESAN,33197,80.6882683014,4.79063280464,14.521098894,1792,1741,2.874379683,0
3006,3204005,Pancas,ES,Companhia Espírito-Santense de Saneamento,CESAN,10838,71.7595801565,1.02980493118,27.210614912,585,581,0.617882959,0
3007,3204054,Pedro Canário,ES,Companhia Espírito-Santense de Saneamento,CESAN,23820,4.81,6.63855257788,56.361447422,1286,1011,21.365731547,32.19
3008,3204104,Pinheiros,ES,Companhia Espírito-Santense de Saneamento,CESAN,20385,92.5259108879,0.40602628486,7.068062827,1100,1098,0.243615771,0
3009,3204203,Piúma,ES,Companhia Espírito-Santense de Saneamento,CESAN,19335,0.49,9.75987162588,41.240128374,1044,603,42.238422976,48.51
3010,3204252,Ponto Belo,ES,Companhia Espírito-Santense de Saneamento,CESAN,6077,5.4,1.96850393701,44.031496063,328,183,43.949102362,48.6
3011,3204302,Presidente Kennedy,ES,Companhia Espírito-Santense de Saneamento,CESAN,3712,68.4593023256,15,16.540697674,200,182,9,0
3012,3204351,Rio Bananal,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,6788,0,0.20624631703,8.793753683,366,45,87.48374779,91
3013,3204401,Rio Novo do Sul,ES,Companhia Espírito-Santense de Saneamento,CESAN,6297,76.9424823411,0.67272115708,22.384796502,340,338,0.403632694,0
3014,3204500,Santa Leopoldina,ES,Companhia Espírito-Santense de Saneamento,CESAN,2752,0,3.02103250478,16.978967495,148,56,61.812619503,80
3015,3204559,Santa Maria de Jetibá,ES,Companhia Espírito-Santense de Saneamento,CESAN,13020,0,4.6961091803,41.30389082,703,341,51.417665508,54
3016,3204609,Santa Teresa,ES,Companhia Espírito-Santense de Saneamento,CESAN,12636,0,5.44697484704,23.553025153,682,291,57.228184908,71
3017,3204658,São Domingos do Norte,ES,Serviço Autônomo de Água e Esgoto,SAAE,3437,89.4384637765,0.17457084667,10.386965377,185,185,0.104742508,0
3018,3204708,São Gabriel da Palha,ES,Companhia Espírito-Santense de Saneamento,CESAN,26900,2.7,1.13052415211,44.869475848,1452,727,49.926314491,51.3
3019,3204807,São José do Calçado,ES,Companhia Espírito-Santense de Saneamento,CESAN,8815,78.5868263473,0.61077844311,20.80239521,476,474,0.366467066,0
3020,3204906,São Mateus,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,84541,69.75,6.52819342094,18.471806579,4565,4216,7.644416053,5.25
3021,3204955,São Roque do Canaã,ES,Companhia Espírito-Santense de Saneamento,CESAN,6033,55.1755014327,20.6482808023,24.176217765,325,285,12.388968481,0
3022,3205002,Serra,ES,Serra Ambiental,SA,464101,6.9,3.95497601181,50.045023988,25061,15838,36.800940271,39.1
3023,3205010,Sooretama,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,16873,9.6,3.22408581758,32.775914182,911,521,42.73445149,54.4
3024,3205036,Vargem Alta,ES,SAE- Serviço de Água e Esgoto,SAAE,6722,16.28,4.01666170783,73.983338292,362,338,6.814397025,5.72
3025,3205069,Venda Nova do Imigrante,ES,Companhia Espírito-Santense de Saneamento,CESAN,16566,0,10.7232088595,12.276791141,894,471,47.243925316,77
3026,3205101,Viana,ES,Companhia Espírito-Santense de Saneamento,CESAN,66158,0,2.8726187282,47.127381272,3572,1984,44.456851704,50
3027,3205150,Vila Pavão,ES,Companhia Espírito-Santense de Saneamento,CESAN,3205,63.1420947298,5.33689126084,31.521014009,173,167,3.202134756,0
3028,3205176,Vila Valério,ES,Companhia Espírito-Santense de Saneamento,CESAN,5328,86.2356207854,1.03133677112,12.733042444,287,285,0.618802063,0
3029,3205200,Vila Velha,ES,Companhia Espírito-Santense de Saneamento,CESAN,456265,0,6.33702963098,36.662970369,24638,11796,52.122752805,57
3030,3205309,Vitória,ES,Companhia Espírito-Santense de Saneamento,CESAN,348268,0,1.49602960333,33.503970397,18806,8239,56.188777879,65
3031,3300100,Angra dos Reis,RJ,Serviço Autônomo de Abastecimento de Água e Esgoto de Angra dos Reis,SAAE,163290,43.99,18.1009247351,28.899075265,8817,7132,19.107338426,9.01
3032,3300159,Aperibé,RJ,Prefeitura Municipal de Aperibé,PM,9333,89.2543365623,1.61072313584,9.134940302,503,499,0.966433882,0
3033,3300209,Araruama,RJ,Concessionária de Águas de Juturnaíba (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),CAJ,106486,0,27,0,5750,956,83.36,73
3034,3300225,Areal,RJ,Serviço Autônomo de Água e Esgoto de Areal,SAAESA,10237,38.4258792704,12.7280056435,48.846115086,552,510,7.636803386,0
3035,3300233,Armação dos Búzios,RJ,Prolagos (AEGEA SANEAMENTO E PARTICIPAÇÕES S.A),PROLAGOS (AEGEA),27560,0,24,0,1488,312,79,76
3036,3300258,Arraial do Cabo,RJ,Empresa de Saneamento de Arraial do Cabo,ESAC,28627,0,0,0,1545,398,74.225352113,100
3037,3300308,Barra do Piraí,RJ,Prefeitura Municipal de Barra do Piraí,PM,91957,68,11.4977652598,3.50223474,4965,4116,17.098659156,17
3038,3300407,Barra Mansa,RJ,SAAE - Serviço Autônomo de Água e Esgoto de Barra Mansa,SAAE,176193,90,1.70948902624,8.290510974,9514,9416,1.025693416,0
3039,3300456,Belford Roxo,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,477583,9.8261835545,9.76579478919,18.562552735,25789,10721,58.428125457,61.8454689218
3040,3300506,Bom Jardim,RJ,Prefeitura Municipal de Bom Jardim,PM,15649,65.5246954015,5.84960041923,28.625704179,845,815,3.509760252,0
3041,3300605,Bom Jesus do Itabapoana,RJ,Prefeitura Municipal de Bom Jesus do Itabapoana,PM,30277,0,0,0,1634,1144,30,100
3042,3300704,Cabo Frio,RJ,Prolagos (AEGEA SANEAMENTO E PARTICIPAÇÕES S.A),PROLAGOS,140486,0,24,0,7586,4445,41.400009156,76
3043,3300803,Cachoeiras de Macacu,RJ,AMAE - Autarquia Municipal de Água e Esgoto,AMAE,46944,55.8282208589,13.7759884117,30.395790729,2534,2325,8.265593047,0
3044,3300902,Cambuci,RJ,Prefeitura Municipal de Cambuci,PM,11319,71.6702089975,1.75345377258,26.57633723,611,604,1.052072264,0
3045,3300936,Carapebus,RJ,Prefeitura Municipal de Carapebus,PM,11370,0,11.7719597799,11.164864352,613,570,7.063175868,77.063175868
3046,3300951,Comendador Levy Gasparian,RJ,Prefeitura Municipal de Comendador Levy Gasparian,PM,7920,83.6301195625,0.87763927754,15.49224116,427,425,0.526583567,0
3047,3301009,Campos dos Goytacazes,RJ,Águas do Paraíba (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),AP (SAAB),418725,0,15.6572929727,4.342707027,22611,4519,80.013231541,80
3048,3301108,Cantagalo,RJ,Prefeitura Municipal de Cantagalo,PM,14018,65.2657723577,2.53886749394,18.856083298,756,745,1.523320496,13.3392768507
3049,3301157,Cardoso Moreira,RJ,Prefeitura Municipal de Cardoso Moreira,PM,8756,0,6.58901450268,33.755852461,472,454,3.953408702,59.6551330364
3050,3301207,Carmo,RJ,Prefeitura Municipal de Carmo,PM,13864,78.1662954714,4.35040831477,17.483296214,748,729,2.610244989,0
3051,3301306,Casimiro de Abreu,RJ,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,28521,75,25,0,1540,1309,15,0
3052,3301405,Conceição de Macabu,RJ,Prefeitura Municipal de Conceição de Macabu,PM,18884,62.1148497573,5.01717838251,32.86797186,1019,989,3.010307029,0
3053,3301504,Cordeiro,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,20283,81.1952472057,3.72570738093,15.079045413,1095,1070,2.235424429,0
3054,3301603,Duas Barras,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,7835,33.8934850052,14.9560496381,51.150465357,423,385,8.973629783,0
3055,3301702,Duque de Caxias,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,870947,60.9202424725,9.17703470565,14.500937642,47031,38284,18.597738227,15.4017851803
3056,3301801,Engenheiro Paulo de Frontin,RJ,Prefeitura Municipal de Engenheiro Paulo de Frontin,PM,9716,39.5568623333,26.2627323322,34.180405335,524,441,15.757639399,0
3057,3301850,Guapimirim,RJ,Prefeitura Municipal de Guapimirim,PM,52860,47.1857033731,22.1364531822,30.677843445,2854,2475,13.281871909,0
3058,3301876,Iguaba Grande,RJ,Prolagos (AEGEA SANEAMENTO E PARTICIPAÇÕES S.A),PROLAGOS,17326,0,24,0,935,196,79,76
3059,3301900,Itaboraí,RJ,Serviço Autônomo de Água e Esgoto,SAAE,222581,0,25.4080552615,68.091944738,12019,9718,19.144833157,6.5
3060,3302007,Itaguaí,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,110371,70.9362914911,8.98770739571,20.076001113,5960,5638,5.392624437,0
3061,3302056,Italva,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,10491,60.4749668034,2.38234719781,13.19078305,566,477,15.800550088,23.9519029486
3062,3302106,Itaocara,RJ,Prefeitura Municipal de Itaocara,PM,17326,90.9557889876,0.82534918619,8.218861826,935,930,0.495209512,0
3063,3302205,Itaperuna,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,90362,92.0729223248,1.5525982256,6.37447945,4879,4834,0.931558935,0
3064,3302254,Itatiaia,RJ,Prefeitura Municipal de Itatiaia,PM,28742,68.8383130191,20.080537878,11.081149103,1552,1365,12.048322727,0
3065,3302270,Japeri,RJ,Prefeitura Municipal de Japeri,PM,98393,60.5160641729,8.51170778704,30.97222804,5313,5041,5.107024672,0
3066,3302304,Laje do Muriaé,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,5560,82.6680858613,0.301578854,17.030335285,300,299,0.180947312,0
3067,3302403,Macaé,RJ,Odebrecht Ambiental Unid. Macaé,ODEBRECHT,418725,0,15.3683100084,79.631689992,22611,19475,13.865600923,5
3068,3302452,Macuco,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,4672,96.7994774657,0.74025691269,2.460265622,252,251,0.444154148,0
3069,3302502,Magé,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,222382,39,15.9002211526,45.099778847,12008,10862,9.540132692,0
3070,3302601,Mangaratiba,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,34546,25.7098381071,54.1843088418,20.105853051,1865,1259,32.510585305,0
3071,3302700,Maricá,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,137395,14.9030830816,52.118478616,31.301521384,7419,5003,32.562313197,1.67691691837
3072,3302809,Mendes,RJ,Prefeitura Municipal de Mendes,PM,17836,42.2913959663,19.1288627761,38.579741258,963,852,11.477317666,0
3073,3302858,Mesquita,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,170185,68.2854592103,6.36492136647,6.658312349,9189,7378,19.706563833,18.6913070746
3074,3302908,Miguel Pereira,RJ,Prefeitura Municipal de Miguel Pereira,PM,21652,0,32.6310404167,29.621878052,1169,543,53.550997628,37.7470815311
3075,3303005,Miracema,RJ,Prefeitura Municipal de Miracema,PM,24688,88.973768239,2.60296673538,8.423265026,1333,1312,1.561780041,0
3076,3303104,Natividade,RJ,Prefeitura Municipal de Natividade,PM,12046,84.5840943052,1.81803088162,13.597874813,650,643,1.090818529,0
3077,3303203,Nilópolis,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,158288,95.9123392091,2.76703191996,1.320628871,8547,8405,1.660219152,0
3078,3303302,Niterói,RJ,Águas de Niterói (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),AN (SAAB),494200,0,5.41900312165,8.845234042,26686,11501,56.900867055,85.7357628363
3079,3303401,Nova Friburgo,RJ,Águas de Nova Friburgo (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),ANF (SAAB),159372,9.2,8,0,8606,2136,75.18,82.8
3080,3303500,Nova Iguaçu,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,796028,75.05,5.98987001675,15.010129983,42985,39912,7.148032381,3.95
3081,3303609,Paracambi,RJ,Prefeitura Municipal de Paracambi,PM,43122,44,3.72225684291,36.277743157,2328,1952,16.134615647,16
3082,3303708,Paraíba do Sul,RJ,Prefeitura Municipal de Paraíba do Sul,PM,36920,86.2919732256,2.4589257067,11.249101068,1993,1964,1.475355424,0
3083,3303807,Paraty,RJ,Águas de Paraty (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),AP,29091,21.0697388855,37.0616490303,41.868612084,1570,1221,22.236989418,0
3084,3303856,Paty do Alferes,RJ,Prefeitura Municipal de Paty do Alferes,PM,18823,49.077212806,20.6187785849,30.304008609,1016,890,12.371267151,0
3085,3303906,Petrópolis,RJ,Águas do Imperador (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),AI (SAAB),281286,18.6,7,0,15189,4952,67.392927944,74.4
3086,3303955,Pinheiral,RJ,Prefeitura Municipal de Pinheiral,PM,21102,93.2683357013,0.89657537602,5.835088923,1139,1133,0.537945226,0
3087,3304003,Piraí,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,21625,52.6232699516,9.79074678441,0.209253216,1167,815,30.169322602,37.3767300484
3088,3304102,Porciúncula,RJ,Prefeitura Municipal de Porciúncula,PM,14225,91.9798416127,0.79913606911,7.221022318,768,764,0.479481641,0
3089,3304110,Porto Real,RJ,Prefeitura Municipal de Porto Real,PM,17562,61.6810329151,2.58228768867,6.710310966,948,727,23.319148936,29.0263684306
3090,3304128,Quatis,RJ,Prefeitura Municipal de Quatis,PM,12490,84.4627350569,2.95120126361,12.187214232,674,660,2.109742788,0.398849447169
3091,3304144,Queimados,RJ,Prefeitura Municipal de Queimados,PM,137962,67.6273176672,15.804351923,16.56833041,7449,6743,9.482611154,0
3092,3304151,Quissamã,RJ,Prefeitura Municipal de Quissamã,PM,14000,0,0,0,756,234,69,100
3093,3304201,Resende,RJ,Águas de Agulhas Negras (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),AAN (SAAB),112331,39.6,1,0,6065,2930,51.680834104,59.4
3094,3304300,Rio Bonito,RJ,Prefeitura Municipal de Rio Bonito,PM,42292,63.506144114,21.0935795826,15.400276303,2283,1994,12.65614775,0
3095,3304409,Rio Claro,RJ,Prefeitura Municipal de Rio Claro,PM,13993,65.6837824098,6.7615658363,27.554651754,755,724,4.056939502,0
3096,3304508,Rio das Flores,RJ,Prefeitura Municipal de Rio das Flores,PM,6114,11.4865648599,5.47071656318,20.708172512,330,195,40.683157577,62.3345460648
3097,3304524,Rio das Ostras,RJ,Odebrecht Ambiental Rio das Ostras S.A,ODEBRECHT,99905,0,57.4515790001,14.548421,5394,2609,51.636967537,28
3098,3304557,Rio de Janeiro,RJ,Companhia Estadual de Águas e Esgotos / FAB Zona Oeste S.A (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A/ODEBRECHT AMBIENTAL),CEDAE / FABZO,6429923,15.795126,4.15367839548,13.836321604,347215,214448,38.237586027,66.214874
3099,3304607,Santa Maria Madalena,RJ,Prefeitura Municipal de Santa Maria Madalena,PM,5910,5.91725724882,2.64666217127,17.498314228,319,113,64.435098702,73.937766352
3100,3304706,Santo Antônio de Pádua,RJ,Prefeitura Municipal de Santo Antônio de Pádua,PM,31442,88.7974276527,1.10932475884,10.093247588,1697,1686,0.665594855,0
3101,3304755,São Francisco de Itabapoana,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,21114,3.26190024654,7.02636070548,89.711739048,1140,1092,4.215816423,0
3102,3304805,São Fidélis,RJ,Prefeitura Municipal de São Fidélis,PM,29817,87.5433808417,0.68398530948,11.772633849,1610,1603,0.410391186,0
3103,3304904,São Gonçalo,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,1024759,45.704424,13.8544683228,30.665531677,55336,47140,14.811628742,9.775576
3104,3305000,São João da Barra,RJ,Prefeitura Municipal de São João da Barra,PM,26638,24.1602459814,16.6232047639,52.948273849,1438,1240,13.734888102,6.26827540575
3105,3305109,São João de Meriti,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,460799,46.265,4.21760164649,47.082398353,24883,23738,4.600310988,2.435
3106,3305133,São José de Ubá,RJ,Prefeitura Municipal de São José de Ubá,PM,3160,93.2537120723,1.42027114267,5.326016785,170,169,0.852162686,0
3107,3305158,São José do Vale do Rio Preto,RJ,Prefeitura Municipal de São José do Vale do Rio Preto,PM,9208,30.1210169868,19.8845342511,49.994448762,497,437,11.930720551,0
3108,3305208,São Pedro da Aldeia,RJ,Prolagos (AEGEA SANEAMENTO E PARTICIPAÇÕES S.A),PROLAGOS,82148,0,24,0,4435,762,82.8,76
3109,3305307,São Sebastião do Alto,RJ,Prefeitura Municipal de São Sebastião do Alto,PM,4673,40.1103642671,2.64527320035,22.549869905,252,217,13.73023634,34.6944926279
3110,3305406,Sapucaia,RJ,Prefeitura Municipal de Sapucaia,PM,13337,83.8469072553,1.39380697657,14.759285768,720,714,0.836284186,0
3111,3305505,Saquarema,RJ,Concessionária de Águas de Juturnaíba (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),CAJ (SAAB),70456,0,27,0,3804,905,76.206,73
3112,3305554,Seropédica,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,66812,60.0202224469,7.45586062067,32.523916932,3607,3446,4.473516372,0
3113,3305604,Silva Jardim,RJ,Concessionária de Águas de Juturnaíba (SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),CAJ (SAAB),16121,0,24.6014515229,8.398548477,870,275,68.360870914,67
3114,3305703,Sumidouro,RJ,Prefeitura Municipal de Sumidouro,PM,5502,38.9616838235,8.67647058824,51.102941177,297,279,6.024170221,1.25890441176
3115,3305752,Tanguá,RJ,Companhia Estadual de Águas e Esgotos,CEDAE,28420,50.6,3.2448592679,41.755140732,1534,1460,4.806915561,4.4
3116,3305802,Teresópolis,RJ,Prefeitura Municipal de Teresópolis,PM,145448,38.2683455648,32.8670993865,28.864555049,7854,6305,19.720259632,0
3117,3305901,Trajano de Morais,RJ,Prefeitura Municipal de Trajano de Morais,PM,4807,45.7740585774,2.76150627615,51.464435146,259,255,1.656903766,0
3118,3306008,Três Rios,RJ,SAAETRI - Serviço Autônomo de Água e Esgoto de Três Rios,SAAETRI,75165,79.2,1,0,4058,3512,13.47,19.8
3119,3306107,Valença,RJ,Prefeitura Municipal de Valença,PM,63359,77.682244793,1.02693494472,21.290820262,3421,3400,0.616160967,0
3120,3306156,Varre-Sai,RJ,Prefeitura Municipal de Varre-Sai,PM,6026,95.0949913644,3.402417962,1.502590674,325,318,2.041450777,0
3121,3306206,Vassouras,RJ,Prefeitura Municipal de Vassouras,PM,23672,48.7378619768,25.9709470236,16.918832708,1278,1079,15.582568214,8.37235829131
